id,amount_tsh,funder,gps_height,installer,longitude,latitude,basin,region,district_code,lga,population,scheme_management,extraction_type,management,payment_type,water_quality,quantity,source,waterpoint_type,operational_year,status_group
41743,14,456,165,390,53782,29862,5,20,4,117,110,7,9,7,2,6,0,7,6,58,2
41744,27,217,1263,294,12487,53701,4,13,1,121,561,12,9,6,2,6,2,7,6,8,2
41747,27,456,1129,267,35509,30138,0,2,1,42,197,7,3,7,2,6,1,8,2,14,2
41749,34,1733,531,571,28149,92,1,16,3,61,80,7,3,7,2,6,1,8,1,6,0
41750,34,456,1426,571,19890,43288,0,17,2,58,466,7,15,7,4,6,1,3,4,14,2
41751,27,1830,1129,568,36044,22863,6,2,1,76,197,7,9,7,2,6,1,8,5,14,0
41752,34,574,1426,705,15367,40046,0,17,7,105,466,9,8,11,2,6,1,7,4,13,2
41755,27,456,1129,390,13695,32749,3,19,1,94,197,7,8,7,2,6,1,7,4,17,0
41756,34,1122,1426,390,16078,49786,4,17,2,58,466,9,8,11,2,6,1,7,4,14,2
41757,18,1271,145,348,52345,22569,8,14,2,29,0,11,7,4,5,6,1,6,1,9,0
41759,18,550,748,390,33119,20040,6,3,1,24,0,12,3,6,5,4,1,8,1,15,0
41760,43,1321,2261,1434,24142,6390,1,3,4,91,40,7,3,7,0,6,1,8,1,18,2
41761,34,1532,800,390,36211,406,7,16,5,86,100,9,8,11,2,6,1,7,4,22,0
41762,29,1322,288,1435,38124,16248,6,11,3,35,296,12,9,7,2,6,2,7,4,25,2
41763,34,1417,1426,390,8767,37933,3,17,3,25,466,12,8,11,6,6,2,7,4,13,0
41764,34,1093,1571,2138,24845,11858,6,3,4,91,85,8,3,10,1,6,1,6,1,14,0
41765,51,1394,1797,1469,5652,16785,3,15,2,113,50,7,15,10,3,6,1,3,4,29,2
41766,18,62,286,96,56959,2864,7,12,1,77,197,7,7,7,5,6,1,3,2,8,0
41767,27,524,1279,645,14584,49010,4,13,4,45,426,7,9,7,2,6,1,7,6,23,2
41768,62,588,607,678,48426,36301,5,6,3,101,178,11,3,7,0,6,1,6,1,7,2
41769,59,307,1716,375,30839,35692,0,8,1,2,212,8,3,10,0,6,1,8,1,11,0
41770,11,855,1318,1071,41391,46616,5,6,7,106,0,10,3,9,1,6,1,8,1,19,0
41772,8,307,1679,429,31210,33338,0,8,2,17,315,7,3,7,5,6,2,8,1,17,0
41773,25,1620,258,390,45566,19175,8,11,2,71,764,7,15,7,2,6,1,7,4,14,0
41774,25,290,511,368,42399,22192,8,11,1,36,149,7,14,7,2,6,1,3,1,20,2
41775,34,1876,1427,390,21508,57516,4,17,1,5,466,9,9,11,2,6,1,3,4,14,2
41776,34,1417,1426,390,17186,39964,0,17,8,40,466,7,3,7,5,6,2,6,1,13,2
41777,25,110,1583,138,28004,53136,4,9,2,103,29,2,14,4,4,4,1,3,6,10,0
41778,34,1139,955,1474,106,31404,3,5,3,31,763,7,3,7,1,6,2,6,2,48,2
41779,34,345,1427,390,21508,57516,4,17,1,5,466,9,8,11,4,6,1,7,4,14,1
41780,18,337,59,390,51359,17460,6,14,14,99,0,7,3,7,5,6,1,0,1,46,2
41781,25,1324,1648,1445,29773,9676,6,3,4,91,426,7,3,7,1,6,1,8,1,19,0
41783,27,456,1129,571,16144,37290,0,19,2,19,197,11,3,7,6,6,2,0,0,19,2
41784,27,1196,1129,2116,18677,9978,1,10,4,100,197,7,3,7,2,6,1,6,1,20,2
41785,14,1196,1290,2116,38672,42144,5,0,3,0,610,10,3,9,2,6,1,8,1,20,0
41788,18,513,1219,390,16839,53146,4,9,4,10,296,9,9,11,6,4,2,7,6,23,2
41789,27,1196,1129,2116,20589,12926,6,10,7,59,197,7,3,7,2,6,3,6,1,14,1
41791,73,456,1200,390,5173,24291,2,15,1,75,93,7,3,7,0,6,1,8,1,9,0
41794,5,456,1386,1474,43564,46829,5,6,4,73,0,7,3,7,2,6,1,8,6,46,2
41795,27,1196,1129,2116,22692,14078,6,10,7,59,197,10,3,9,2,0,3,6,1,14,0
41796,5,456,787,571,44097,42422,5,6,4,73,0,11,3,8,1,6,2,8,2,46,0
41797,27,1868,1129,390,11451,36884,3,19,1,94,197,7,8,7,2,6,1,7,4,15,2
41798,27,456,1129,568,35481,23397,6,2,1,76,197,7,14,4,5,6,2,3,2,14,2
41799,29,1063,340,298,40314,17581,6,11,3,35,247,8,3,7,2,6,2,6,1,9,1
41802,34,292,1031,390,37991,13941,6,11,4,122,763,12,15,7,2,6,1,7,4,22,0
41803,14,1866,1707,390,37305,45787,5,0,2,0,197,7,3,7,2,6,1,8,1,9,0
41804,34,456,1426,571,12344,38418,0,17,3,104,466,7,9,7,2,6,2,0,2,13,2
41806,39,215,1355,390,3461,42586,3,5,1,30,370,7,8,7,6,6,2,7,4,7,0
41807,34,1200,1563,390,1498,35229,3,5,2,28,426,11,9,7,3,6,1,8,6,31,0
41808,27,1781,1129,1889,16327,12376,6,10,2,60,197,7,3,11,3,6,2,6,1,18,0
41810,12,776,1247,390,33849,37491,0,8,1,2,60,7,3,7,2,6,1,8,1,22,0
41811,8,1139,1909,1297,6826,16966,3,15,4,114,1017,2,3,1,5,6,0,6,1,40,2
41813,43,456,2134,297,20022,11890,6,3,3,55,35,7,3,7,3,6,1,8,1,46,0
41815,27,1196,1129,2116,17069,8073,1,10,4,100,197,7,3,7,2,6,2,6,1,20,1
41816,33,436,1349,201,43060,46854,5,6,5,16,120,10,3,9,4,6,1,8,1,26,0
41817,27,1196,1255,2116,13186,53324,4,13,1,121,0,12,9,6,6,7,4,9,4,22,2
41818,27,456,1279,1644,10211,52487,4,13,5,102,426,7,9,7,5,6,1,2,1,23,2
41820,34,1417,1426,390,9033,38478,3,17,3,25,466,12,9,11,6,3,2,7,6,13,2
41821,12,456,1061,390,33180,37940,0,8,1,2,237,10,3,9,5,6,2,6,1,38,1
41822,14,1496,993,1574,40167,40629,5,8,4,108,197,12,8,11,6,4,0,7,4,8,2
41823,27,1843,1129,2007,9827,30171,3,19,3,124,197,7,8,7,0,4,3,7,4,17,2
41824,18,1868,1443,1270,37038,43006,0,0,2,0,197,8,14,10,5,6,1,3,2,7,0
41825,34,1742,330,390,38018,15814,6,11,3,122,353,12,15,7,1,6,1,7,4,37,2
41826,27,1196,1129,2116,19732,7648,1,10,4,100,197,11,3,8,6,6,1,6,1,20,0
41827,4,436,1100,201,42661,45597,5,6,5,16,40,10,3,9,5,6,1,8,1,21,0
41828,34,266,1149,390,4510,29007,3,5,3,31,817,7,8,7,6,6,1,7,4,7,0
41829,34,1408,1426,390,7795,42155,3,17,5,9,466,9,8,11,6,6,0,7,4,13,2
41830,27,1866,1129,2040,38513,23968,8,2,0,76,197,7,3,7,2,6,1,8,2,17,2
41831,34,1118,597,1474,43380,19996,8,11,6,83,197,7,15,7,2,6,1,7,4,40,0
41832,27,1192,1129,1849,3650,52555,4,4,11,89,197,7,3,7,2,6,1,8,2,15,0
41834,5,456,1425,1474,43704,46953,5,6,4,73,24,7,3,7,2,6,1,8,6,46,1
41835,27,1742,1279,390,14679,57516,4,13,2,54,426,7,0,7,2,6,1,3,4,25,2
41836,11,456,568,630,48740,27115,5,20,6,18,466,7,14,7,5,6,3,6,1,30,2
41837,43,979,1109,390,30135,3761,1,16,2,111,426,7,3,7,0,6,1,6,1,10,0
41838,34,1742,1566,390,25758,12799,6,3,4,91,65,7,3,7,1,6,1,6,1,36,0
41839,27,513,1279,603,12105,51304,4,13,7,67,426,7,9,7,2,0,0,7,6,23,2
41840,12,28,1651,69,39588,44873,5,0,7,65,68,7,3,7,6,6,2,8,1,18,2
41841,18,0,77,1,55134,21400,8,1,2,20,120,4,14,4,5,6,1,3,1,9,0
41844,27,1507,1129,386,6701,54752,4,4,3,81,197,7,3,7,2,6,1,8,5,15,0
41845,18,62,301,96,56946,2853,7,12,1,77,149,7,7,7,5,6,1,3,2,8,0
41846,34,1417,1426,1956,22385,48745,4,17,6,64,466,9,8,11,2,6,2,7,4,13,0
41847,14,456,1254,390,38710,41963,5,0,2,0,197,7,3,7,2,6,2,8,1,20,0
41848,34,171,816,784,35343,4015,6,16,5,86,426,9,15,11,2,6,0,7,4,19,2
41849,34,261,1740,406,23452,5546,1,3,5,51,0,7,3,7,0,6,1,8,1,28,0
41850,11,288,1572,1946,25829,30667,0,18,4,110,86,9,8,11,5,6,3,7,4,17,0
41851,27,211,1129,567,31310,26796,0,2,6,4,197,7,7,7,5,6,1,3,1,18,0
41852,27,1196,1129,2116,19361,8137,1,10,4,100,197,7,3,7,2,6,1,8,1,20,0
41854,34,4,1104,4,33276,3836,1,16,5,86,466,3,3,3,2,6,1,6,1,14,0
41855,12,0,116,1,54243,22940,8,1,1,38,122,7,14,7,5,6,0,3,1,9,2
41856,27,513,1279,645,13205,57516,4,13,6,15,426,7,8,7,2,6,2,7,4,23,1
41857,18,0,1,1,55908,21723,8,1,3,119,149,9,7,11,5,4,3,3,1,20,0
41858,80,1203,1609,390,38200,44236,5,0,2,0,296,7,3,7,1,6,1,8,2,26,0
41859,11,1050,872,1055,43740,43029,5,6,6,73,7,11,3,8,5,6,2,8,2,22,2
41861,27,219,1129,297,34716,26494,8,2,5,14,197,7,9,7,2,0,3,7,6,18,2
41863,34,1809,394,1474,46383,25037,8,11,6,83,0,7,14,7,2,6,2,3,1,49,2
41864,5,456,1532,1474,43776,47058,5,6,4,73,100,7,3,7,2,6,1,8,1,42,0
41865,17,302,405,630,50184,28498,5,20,6,18,90,7,14,7,5,6,1,6,2,40,2
41866,14,1196,1672,2116,27564,33116,0,18,2,109,247,7,14,7,5,6,2,3,1,20,0
41867,48,261,1092,336,29133,17219,6,3,1,24,0,7,3,7,0,6,1,8,1,31,0
41868,43,727,1983,297,20889,7898,1,3,3,55,35,7,3,7,0,6,1,8,1,14,0
41869,27,932,1129,386,6256,54686,4,4,3,81,197,7,6,7,2,6,1,8,1,15,2
41870,27,1866,1129,706,37606,24883,8,2,3,43,197,7,14,7,5,4,0,3,2,15,2
41871,34,456,964,273,45805,39526,5,6,2,84,70,10,3,9,1,6,2,8,6,50,2
41874,5,456,1103,571,45443,44145,5,6,4,73,0,8,3,10,1,6,2,8,2,52,2
41875,11,229,55,304,57503,3874,7,12,1,77,804,12,4,7,5,6,1,3,4,20,0
41877,14,456,1604,390,37531,44535,5,0,2,0,149,7,3,7,2,6,2,8,1,18,0
41878,43,261,1361,336,31722,18477,6,3,1,24,0,7,3,7,1,6,1,8,1,33,0
41879,34,1273,526,423,48473,33371,5,6,3,101,120,11,14,7,2,6,1,3,1,9,2
41880,29,456,324,1474,37909,16305,6,11,3,35,730,12,14,7,2,6,2,3,1,44,2
41882,14,337,55,390,52617,17211,6,14,14,99,0,7,7,7,4,6,0,3,1,46,2
41883,34,345,1427,390,21508,57516,4,17,1,5,466,9,9,11,6,6,0,7,6,14,2
41886,27,456,1129,1474,7430,56842,4,4,2,7,197,7,3,7,2,6,0,5,1,18,2
41888,18,0,149,1,54324,21322,8,1,2,20,0,3,14,3,5,6,1,1,1,20,0
41890,14,1496,962,1574,41195,40996,5,8,4,108,197,11,14,8,5,6,1,3,6,20,2
41891,43,474,1283,590,12003,52675,4,13,8,22,763,7,15,7,2,4,1,7,4,33,0
41892,27,1693,1129,1830,8726,29868,3,19,4,123,197,7,9,7,2,6,1,7,6,21,2
41895,48,1649,1361,1728,2331,27421,3,15,1,75,70,11,9,8,2,6,1,3,4,37,2
41896,14,302,465,390,49561,27673,5,20,6,18,247,7,14,7,5,6,2,6,2,8,2
41899,25,1063,334,298,40490,17701,6,11,3,35,384,8,3,7,1,6,2,6,1,9,0
41900,27,456,1129,390,14064,12076,2,10,2,60,197,7,14,11,1,4,2,3,1,18,0
41901,11,1568,1288,1687,39443,43259,5,0,7,65,343,8,3,10,5,6,1,8,1,7,0
41902,34,436,835,201,43522,42344,5,6,5,16,353,10,3,9,4,6,1,8,1,9,0
41903,5,456,1481,390,45241,45653,5,6,4,73,0,7,3,7,2,6,2,8,6,50,2
41904,34,1425,1605,279,49857,31952,5,20,1,52,0,7,3,7,2,6,1,8,1,18,2
41905,59,261,1777,390,24686,9970,6,3,4,91,0,8,3,10,0,6,1,6,2,26,0
41906,18,0,121,1,55022,22610,8,1,1,38,247,7,14,7,5,6,0,6,1,52,2
41907,18,456,85,390,56282,6898,7,7,9,37,466,9,14,11,5,7,1,3,2,7,1
41908,34,1417,1426,1956,21746,49397,4,17,6,64,466,9,8,11,2,6,2,7,4,13,0
41909,25,1540,325,1592,37896,16269,6,11,3,35,197,12,8,7,3,6,2,7,4,12,0
41910,34,1734,1426,133,21396,38542,0,17,8,40,466,9,8,11,6,6,1,7,4,13,2
41911,18,456,454,424,50542,3870,7,7,3,85,155,7,9,7,5,4,1,3,6,37,2
41913,27,1264,1129,1399,7989,33917,3,19,4,123,197,3,4,3,2,0,2,3,4,21,2
41914,23,1209,1568,2021,36630,27265,8,8,5,41,296,10,14,7,5,4,2,3,2,14,2
41915,11,420,1333,550,40034,25520,8,11,1,36,296,11,3,7,5,6,1,8,1,11,1
41916,43,302,746,390,54415,30241,5,20,8,68,0,7,0,7,2,6,1,7,4,38,0
41919,53,261,2018,336,26228,5853,1,3,5,51,173,7,3,7,0,6,1,8,1,25,0
41921,34,1868,715,2044,47665,34743,5,6,3,101,100,11,3,7,1,6,2,8,1,14,0
41922,34,261,898,337,35038,3371,6,16,5,86,42,7,3,7,1,6,3,6,1,35,2
41923,34,22,1426,390,15594,42324,0,17,8,40,466,9,8,11,6,6,1,7,4,13,0
41924,11,391,430,511,56054,2913,7,12,12,88,276,7,14,7,5,6,1,3,1,34,2
41925,34,530,1427,609,21508,57516,4,17,1,5,466,7,15,7,2,6,2,7,4,14,1
41926,71,471,1713,547,45779,48515,5,6,1,96,0,0,3,0,1,7,1,8,1,11,0
41928,27,456,1279,571,15290,51747,4,13,2,54,426,7,7,7,2,6,1,3,2,23,0
41929,33,436,1659,201,42944,47839,5,6,5,16,60,10,3,9,4,6,1,8,2,26,2
41930,29,292,342,390,40265,17602,6,11,3,35,247,8,3,7,2,6,2,6,1,20,0
41931,34,1323,2042,10,25163,9160,6,3,4,91,80,8,3,10,1,6,1,8,1,8,0
41932,18,0,52,1,56130,20260,8,1,3,119,29,7,14,7,5,4,1,3,1,20,0
41933,34,456,1426,571,14072,38703,0,17,3,104,466,7,15,7,2,6,1,7,4,13,0
41934,39,1139,1377,1479,2623,39845,3,5,1,30,466,7,3,6,0,6,2,6,2,29,2
41936,27,261,1129,272,19356,7303,1,10,3,46,197,7,3,7,1,6,1,8,1,15,0
41937,25,1196,569,2116,40493,20594,8,11,1,36,56,7,14,7,2,7,4,3,1,33,2
41939,27,1342,1279,390,12923,52915,4,13,2,54,426,7,9,7,2,6,1,7,6,23,2
41940,18,0,67,1,55268,21344,8,1,2,20,197,4,14,4,5,6,1,3,1,9,0
41942,34,22,1426,390,17992,38328,0,17,8,40,466,9,3,11,6,6,3,5,1,13,0
41943,27,513,1272,390,11234,53755,4,13,1,121,576,12,8,7,2,6,2,7,4,20,0
41944,34,345,1426,401,14204,38243,0,17,3,104,466,9,8,11,2,6,3,7,4,13,0
41946,27,456,1129,390,34125,25922,8,2,5,14,197,7,7,7,2,6,0,3,1,18,2
41947,18,0,70,1,55092,21522,8,1,2,20,384,9,14,11,5,6,1,3,1,20,2
41949,34,337,895,390,7478,17792,2,15,2,113,384,7,3,7,2,6,1,6,1,29,0
41950,34,1634,671,1713,41766,2578,7,16,1,120,0,7,13,7,1,6,1,3,4,17,2
41952,34,1868,1426,2048,18152,44330,0,17,2,58,466,9,3,11,4,6,3,5,1,14,0
41953,27,337,1129,390,13916,37802,0,19,1,94,197,7,14,7,5,4,1,3,2,15,0
41954,11,456,764,390,43739,40493,5,8,4,108,149,7,3,7,5,6,2,8,1,47,0
41956,14,1362,148,390,52480,27632,5,20,5,95,149,7,9,7,2,6,0,7,6,15,2
41957,62,390,52,508,57249,4201,7,12,5,78,590,12,8,7,1,4,1,7,4,12,0
41959,12,456,983,1475,40894,41329,5,0,7,65,247,7,14,7,5,6,1,3,2,13,0
41960,25,1257,348,390,38804,16625,6,11,3,35,100,12,3,7,1,6,2,6,1,8,0
41962,27,1196,1129,2116,18997,14261,6,10,7,59,197,8,3,10,2,6,3,6,1,14,2
41963,27,219,1129,297,33737,24426,6,2,4,11,197,7,14,7,2,6,2,3,1,20,0
41966,11,428,108,523,56539,5622,7,7,10,47,0,7,4,7,5,4,1,3,4,10,0
41967,27,505,1129,600,6099,53589,4,4,3,81,197,12,3,7,2,6,2,8,1,15,0
41968,12,1866,160,523,56581,5566,7,7,10,47,590,7,4,7,5,6,1,3,4,7,0
41969,18,1328,1340,1438,43095,28105,5,8,5,41,197,7,3,7,2,6,2,5,1,8,0
41970,34,261,888,337,34925,3388,6,16,5,86,247,7,3,7,1,6,2,6,1,32,0
41972,34,1842,1420,2025,28479,996,7,16,3,61,75,9,3,11,6,6,1,8,5,7,0
41973,34,456,1669,571,27689,700,1,16,3,61,0,7,3,7,6,6,0,8,1,15,2
41974,18,456,256,390,53761,14841,7,7,9,37,576,12,3,1,2,6,3,5,6,14,0
41975,18,1273,226,1977,49665,23166,8,14,1,3,80,8,6,4,5,6,1,6,1,6,0
41976,27,456,1385,1474,12192,53581,4,13,1,121,197,7,9,7,2,6,2,2,1,38,2
41977,27,456,1343,1474,11511,53756,4,13,1,121,0,7,9,7,2,6,2,2,2,46,2
41978,27,1634,1235,390,12515,54585,4,13,1,121,576,12,9,1,2,6,2,5,6,6,1
41979,14,1868,1048,2048,39077,41047,5,0,2,0,296,7,3,7,2,6,2,8,1,15,2
41980,12,776,1484,390,32256,36171,0,8,1,2,50,7,8,7,2,6,1,7,4,25,0
41982,14,1866,1671,390,37354,45530,5,0,2,0,197,7,3,7,2,6,1,8,1,9,0
41983,14,1760,2294,64,32444,53872,0,0,5,90,168,3,3,3,2,6,3,5,6,8,0
41985,34,1417,1427,390,21508,57516,4,17,1,5,466,9,8,11,2,6,1,7,4,14,1
41986,25,28,1298,22,47704,35361,5,6,3,101,50,11,3,7,1,6,2,8,1,8,0
41987,34,456,1860,390,48813,33172,5,20,1,52,0,7,3,7,2,6,1,8,1,53,2
41988,34,355,1426,444,15965,43860,0,17,8,40,466,3,9,3,6,6,3,5,6,13,1
41989,18,456,219,390,53857,14626,7,7,9,37,296,12,8,7,2,4,1,7,4,37,1
41990,34,1868,731,2044,47446,35587,5,6,3,101,80,11,3,7,2,6,2,8,2,26,2
41991,27,22,1232,390,12421,54265,4,13,1,121,680,12,9,1,2,6,2,5,6,19,0
41992,27,965,1129,1152,9769,30016,3,19,3,124,197,12,9,6,2,6,1,7,4,17,0
41993,34,383,2085,1905,26033,7679,6,3,4,91,29,7,3,7,2,6,1,8,1,15,0
41994,34,1417,1607,1647,24782,54808,4,9,2,103,1039,7,3,7,1,6,1,0,2,9,0
41996,43,985,746,390,54299,30126,5,20,8,68,343,7,0,7,2,6,2,7,4,54,0
41997,8,758,975,835,13,30638,3,5,4,32,1003,2,9,1,5,6,0,2,2,32,2
41999,34,548,1426,664,21841,47511,0,17,6,64,466,3,3,3,2,6,3,5,1,13,1
42001,27,524,1279,645,15681,50415,4,13,4,45,426,7,8,7,2,6,1,7,4,23,0
42002,25,1428,1425,1553,25068,53311,4,9,2,103,50,2,14,4,4,4,1,3,6,9,0
42003,44,261,959,390,32445,4623,1,16,2,111,518,7,4,7,3,6,3,7,4,26,0
42004,38,588,1054,390,289,31677,3,5,3,31,384,9,3,7,1,6,1,6,2,11,1
42005,27,513,1279,603,13694,50360,4,13,7,67,426,7,8,7,2,6,1,7,4,23,0
42006,27,513,1279,390,12808,52810,4,13,2,54,426,7,9,7,2,6,2,7,6,23,2
42007,27,626,1279,956,14679,57516,4,13,2,54,426,7,15,7,2,4,1,7,4,25,2
42008,27,456,1129,1474,7038,57220,4,4,7,66,197,7,2,7,2,6,2,6,1,14,2
42009,48,1805,1484,1933,32764,18635,6,3,1,24,0,7,3,7,2,6,1,8,1,8,0
42011,43,979,983,1161,30717,2351,7,16,2,111,426,7,3,7,1,6,2,6,1,45,0
42012,12,180,770,390,44512,41676,5,6,4,73,65,10,14,9,5,6,1,3,1,11,0
42014,27,618,1129,732,2095,51621,4,4,11,89,197,7,3,7,2,6,1,8,6,15,0
42015,47,1742,513,1852,41813,134,7,16,1,120,0,7,15,7,0,6,1,3,4,20,0
42017,23,456,566,390,49222,34996,5,20,1,52,0,7,3,7,1,6,1,8,6,47,2
42018,23,971,1446,645,21542,57261,4,9,6,97,590,12,9,7,2,6,1,7,6,30,2
42019,18,513,1199,390,15851,53173,4,9,4,10,426,9,9,11,2,4,2,7,6,23,2
42020,34,456,1131,390,5040,29946,3,5,3,31,512,7,9,7,6,6,0,7,6,47,2
42021,27,1830,1129,390,33689,33588,0,2,1,42,197,7,3,7,2,6,1,8,1,14,0
42022,25,1324,1630,1445,29680,9635,6,3,4,91,34,7,3,7,1,6,0,8,1,19,2
42023,18,302,371,423,51539,19729,8,14,12,39,903,7,9,7,2,6,0,3,4,42,2
42024,18,1736,31,390,56354,12043,7,7,9,37,282,12,9,7,2,4,2,7,6,17,2
42026,68,979,1539,1161,30068,5806,1,16,2,111,426,7,14,7,0,6,0,6,1,23,2
42027,12,1180,1630,1333,39300,48654,0,0,7,65,343,7,14,11,6,6,2,3,1,11,0
42030,27,302,1129,425,17495,28921,0,19,3,124,197,7,0,7,2,6,2,7,4,17,2
42031,34,1323,2128,10,24957,8481,6,3,4,91,301,8,3,10,1,6,1,8,1,9,0
42032,18,979,1381,1161,24143,27000,6,18,3,56,982,7,17,7,2,6,2,3,1,29,2
42033,27,1196,1129,2116,22871,14606,6,10,7,59,197,8,3,10,2,6,3,6,1,14,2
42034,29,292,315,390,40834,17527,6,11,3,35,100,12,15,6,2,6,2,7,4,22,2
42035,53,456,1234,390,1651,33236,3,5,2,28,590,11,3,7,3,6,1,8,1,44,1
42036,27,1868,1129,390,7817,57118,4,4,2,7,197,7,3,7,2,6,2,8,5,18,2
42037,18,396,298,505,56667,1327,7,12,4,116,0,10,14,7,2,6,0,3,2,40,2
42039,27,1196,1129,2116,16429,9489,1,10,4,100,197,7,3,7,2,6,2,8,1,20,0
42041,27,1781,1129,1911,7896,29234,3,19,4,123,197,7,0,7,2,6,1,7,4,21,2
42043,27,1196,1129,2116,17125,8676,1,10,4,100,197,7,3,7,2,6,1,8,1,20,0
42044,27,1830,1129,1061,34322,25368,8,2,5,14,197,7,7,7,5,4,0,3,2,18,2
42045,11,456,421,263,48642,25846,8,14,1,3,197,7,6,7,5,4,2,3,1,48,2
42046,18,1196,1612,2116,26580,29204,0,18,2,109,0,7,9,7,6,6,2,7,6,32,2
42049,15,180,810,390,44099,42417,5,6,4,73,40,10,14,9,5,6,1,3,1,11,0
42051,48,1136,1662,1258,4693,19473,2,15,3,92,0,7,13,7,0,7,4,3,4,36,2
42052,12,776,1041,390,32770,39447,0,8,1,2,153,7,3,7,2,6,2,6,1,18,2
42054,27,1196,1129,2116,16690,9587,1,10,4,100,197,7,3,7,0,6,1,8,1,20,0
42055,34,727,1989,297,21751,7857,1,3,3,55,35,7,3,7,2,6,1,8,1,9,0
42056,25,585,331,390,40300,17791,6,11,3,35,100,8,3,7,1,6,2,6,1,14,0
42057,48,1392,1744,390,5144,18920,2,15,3,92,0,7,9,7,0,7,2,7,6,29,2
42061,34,1417,1426,390,8724,37926,3,17,3,25,466,12,9,11,6,3,2,7,6,13,2
42062,27,696,1296,797,1452,33552,3,5,2,28,590,11,3,9,1,6,2,6,1,28,0
42063,27,513,1279,390,14679,57516,4,13,2,54,426,12,9,7,2,4,2,7,6,25,2
42064,48,1649,1236,1728,1830,27233,3,15,1,75,153,11,9,8,2,6,1,3,4,37,2
42065,34,1713,2050,1777,27423,6904,1,3,4,91,34,8,3,10,2,6,1,8,1,6,0
42066,27,456,1129,390,4240,55459,4,4,1,26,197,7,3,7,2,6,0,8,1,14,2
42067,18,1196,1597,2116,27499,34334,0,18,2,109,0,7,9,7,6,7,0,7,6,32,2
42068,27,1634,1129,1713,9067,29530,3,19,4,123,197,7,3,7,6,6,3,5,1,21,0
42069,34,1417,1426,1956,21507,47900,0,17,6,64,466,9,8,11,2,6,1,7,4,13,1
42070,27,2,1129,3,3481,49915,3,4,11,89,197,7,8,7,2,0,1,7,4,15,1
42073,27,1196,1129,2116,17119,8651,1,10,4,100,197,7,3,7,2,6,1,8,1,20,0
42074,43,1649,1411,1728,24579,33750,0,18,1,23,319,7,8,7,1,6,1,7,4,36,0
42075,12,261,1717,336,31650,17227,6,3,1,24,623,7,3,7,5,6,1,8,1,38,0
42076,18,1196,1698,2116,27391,30034,0,18,2,109,0,7,14,7,6,7,4,3,1,20,2
42077,43,1370,2310,297,21059,8157,1,3,3,55,35,3,3,7,0,6,1,8,1,9,0
42078,4,436,1250,201,43296,46246,5,6,5,16,24,10,3,9,5,6,1,8,1,21,0
42081,34,292,335,390,38002,16658,6,11,3,35,353,12,14,7,3,6,2,3,1,20,0
42082,27,456,1129,571,12737,14668,2,10,1,13,197,7,3,7,1,6,1,8,1,14,1
42083,11,1866,2024,1970,30563,37613,0,8,3,63,0,7,3,7,2,6,1,6,2,7,2
42085,27,456,1129,571,15450,15297,2,10,1,13,197,7,7,7,2,6,1,3,1,14,2
42086,34,22,1827,390,26031,11136,6,3,4,91,130,7,3,7,3,6,1,8,1,8,0
42088,11,1050,1019,1055,43780,44773,5,6,6,74,19,11,14,8,5,6,1,3,1,20,2
42089,27,1196,1129,2116,21246,13512,6,10,7,59,197,7,3,7,1,6,3,6,1,14,0
42090,27,261,1129,272,18771,6820,1,10,3,46,197,7,3,7,2,6,0,8,1,15,2
42092,18,1196,1701,2116,27763,30132,0,18,2,109,459,7,9,7,2,6,2,5,1,20,0
42095,48,22,1705,390,26518,12151,6,3,4,91,65,7,3,7,0,6,1,8,1,9,0
42096,48,1733,1747,390,23351,5936,1,3,5,51,109,7,3,7,3,6,0,8,1,28,2
42097,27,261,1129,272,18325,6618,1,10,3,46,197,7,3,7,2,6,0,8,1,15,2
42098,27,456,1279,1474,14679,57516,4,13,2,54,426,7,3,7,2,6,2,2,2,25,2
42101,18,513,1222,390,15509,53240,4,9,4,10,247,9,8,11,2,4,2,7,4,21,0
42103,5,180,1485,390,44493,44854,5,6,4,73,19,10,3,9,5,6,1,8,1,11,0
42104,5,456,1034,390,44269,44318,5,6,4,73,0,7,3,7,6,6,2,8,1,48,2
42105,34,36,410,900,46161,25464,8,11,6,83,19,7,9,7,2,6,1,7,6,7,0
42106,27,1196,1129,2116,23322,14183,6,10,7,59,197,7,15,7,2,4,2,3,4,14,2
42107,34,1319,2190,1427,24123,8614,6,3,4,91,50,7,3,7,3,6,1,8,1,11,0
42109,27,261,1129,272,18725,6207,1,10,3,46,197,7,3,7,2,6,0,8,1,15,2
42110,34,1868,1426,2048,19047,44312,0,17,2,58,466,9,8,11,4,6,1,7,4,13,0
42111,27,456,1129,571,12300,15238,2,10,1,13,197,7,14,7,5,6,1,8,1,14,0
42113,27,1267,1129,1366,7303,50110,4,4,8,12,197,7,8,7,5,6,2,7,4,12,0
42114,8,146,1207,190,40745,42764,5,0,7,65,207,10,3,9,5,6,2,6,2,17,1
42115,27,1655,1129,1743,8502,32537,3,19,4,123,197,7,9,7,2,3,1,7,6,21,2
42116,14,456,1048,390,39314,41561,5,0,2,0,296,7,3,7,6,6,2,8,1,44,2
42117,18,456,1193,2021,39032,28410,0,8,5,41,0,7,4,7,2,6,1,1,4,12,2
42118,11,793,562,939,55403,980,7,12,12,88,409,7,3,7,5,6,1,8,1,11,2
42119,43,1425,1643,279,49748,32239,5,20,1,52,0,7,3,7,1,6,1,8,1,31,2
