id,status_group
41881,non functional
20879,functional
39134,functional needs repair
35813,functional
32770,functional needs repair
9903,functional
37475,non functional
3618,functional needs repair
31199,functional needs repair
1018,non functional
57876,functional
44128,functional
22587,functional
1143,non functional
48065,non functional
13308,functional needs repair
35288,functional needs repair
60567,non functional
46380,non functional
36502,non functional
73978,functional needs repair
19960,functional needs repair
22394,functional
49214,functional needs repair
23581,non functional
58744,functional needs repair
18540,non functional
37429,non functional
11726,functional needs repair
24187,functional
25907,functional
68307,non functional
36577,functional
5752,functional needs repair
17460,functional needs repair
24211,non functional
64039,non functional
35159,non functional
36922,functional
1228,functional needs repair
14928,functional
31814,functional needs repair
38492,non functional
8754,functional
68130,functional needs repair
19092,functional needs repair
36898,functional
48574,functional needs repair
54791,functional
57644,functional needs repair
43217,non functional
14922,non functional
64775,functional needs repair
59160,functional needs repair
38141,functional needs repair
51518,functional needs repair
43481,functional
36632,functional needs repair
4347,non functional
57963,functional needs repair
73460,functional
26874,non functional
45280,functional
50748,functional needs repair
33993,functional needs repair
11535,functional
13028,functional needs repair
39580,functional
66084,functional
72376,non functional
63494,non functional
5560,functional needs repair
53309,functional needs repair
17248,non functional
38848,non functional
29171,functional needs repair
12765,non functional
72042,non functional
45045,functional needs repair
30553,functional needs repair
15746,functional
71754,functional needs repair
26176,functional
40403,non functional
64029,functional needs repair
56238,non functional
52432,non functional
38677,functional
2448,functional needs repair
73548,functional
51078,non functional
27549,functional needs repair
886,functional
62399,functional
70385,functional needs repair
60247,functional
48622,functional
43977,functional needs repair
2609,non functional
66087,functional needs repair
63428,functional needs repair
57506,non functional
31307,functional needs repair
51965,functional needs repair
9288,functional needs repair
68778,functional
22485,functional needs repair
57533,non functional
6589,functional
4402,functional
33976,non functional
24206,functional
16883,non functional
68280,functional needs repair
60751,non functional
57895,functional needs repair
73433,non functional
59045,functional needs repair
62351,non functional
32272,functional needs repair
34754,functional
8809,functional needs repair
35885,functional
39827,functional
63158,functional needs repair
28801,non functional
52813,functional
21457,functional needs repair
17610,non functional
4984,functional needs repair
37979,functional
62974,non functional
47204,functional needs repair
57616,non functional
35329,functional
10767,functional
39234,functional
28022,non functional
19427,non functional
57156,functional
25669,functional needs repair
71153,functional needs repair
43875,functional
3448,non functional
9629,functional
17846,functional
22620,functional
2246,functional
28894,non functional
46489,functional
39041,non functional
65364,non functional
7226,functional needs repair
2650,functional needs repair
7706,functional needs repair
23147,functional needs repair
4797,non functional
23043,functional
13339,functional
4229,functional
15853,functional needs repair
4180,non functional
15068,functional needs repair
35611,functional
32401,functional
4110,functional needs repair
62206,functional
23600,functional needs repair
35239,functional
18252,non functional
18152,functional needs repair
21850,functional
47509,non functional
13585,functional needs repair
16501,functional needs repair
9576,functional needs repair
39351,non functional
40022,functional needs repair
11435,non functional
26631,non functional
21565,functional needs repair
40163,functional needs repair
13859,functional needs repair
50767,functional
1932,non functional
15282,non functional
73231,non functional
36347,functional needs repair
22076,functional
32903,non functional
31789,non functional
67095,functional needs repair
41894,non functional
9150,non functional
24822,functional needs repair
40477,functional needs repair
43193,functional needs repair
33377,functional needs repair
5889,non functional
68402,functional
11690,non functional
9583,functional needs repair
14643,non functional
33152,non functional
45285,functional
11776,functional
21082,functional needs repair
11224,functional needs repair
708,functional
24269,functional
66094,non functional
29402,functional
2132,functional needs repair
31876,functional needs repair
24888,non functional
17297,non functional
63391,functional
65405,functional needs repair
27306,non functional
53792,functional
33760,functional needs repair
36858,non functional
21982,non functional
47898,functional
45931,functional
24282,functional
57867,functional
2268,functional
42870,functional
51026,functional needs repair
69496,non functional
46258,functional
53653,functional
8511,functional needs repair
6437,non functional
45277,functional needs repair
53647,non functional
45297,functional needs repair
12871,non functional
73567,non functional
37196,functional
33031,functional
50322,functional
38362,non functional
48934,non functional
50098,functional
25161,functional
69627,non functional
37050,functional needs repair
40161,non functional
8596,functional
17636,functional needs repair
14577,non functional
56393,non functional
12822,functional
41075,non functional
37885,functional needs repair
68842,functional needs repair
66015,non functional
21780,non functional
6796,non functional
56069,non functional
54247,non functional
40874,functional
27638,functional
57276,functional needs repair
15827,functional
59544,non functional
46615,functional
68917,functional needs repair
32281,functional
20795,functional
3775,functional needs repair
56610,functional needs repair
14626,non functional
58335,non functional
27434,functional needs repair
45224,functional
21863,functional needs repair
13646,functional
45316,non functional
39015,functional
62036,functional
19035,non functional
46630,non functional
15059,functional needs repair
32074,functional
39871,functional
32047,non functional
9958,functional needs repair
38679,functional needs repair
67067,non functional
45840,functional
71345,non functional
28783,functional needs repair
56300,non functional
25363,non functional
57254,functional
4852,functional
37650,non functional
37830,functional
55583,functional
47834,functional needs repair
33053,functional needs repair
40053,functional needs repair
35615,non functional
41935,functional needs repair
53719,functional needs repair
42782,functional
24343,non functional
44635,non functional
46200,functional
31185,functional needs repair
16460,functional needs repair
17353,functional
5891,functional needs repair
24375,non functional
5203,functional needs repair
62385,functional needs repair
56459,functional needs repair
29879,functional needs repair
51522,functional
35245,non functional
40141,functional needs repair
4870,functional needs repair
29726,functional needs repair
43211,non functional
62320,non functional
49299,functional
35963,functional needs repair
24820,functional needs repair
31300,functional needs repair
47524,non functional
3102,functional
65536,functional
61221,functional needs repair
72699,functional needs repair
67398,functional needs repair
13994,non functional
27826,functional needs repair
1379,functional
2681,non functional
53171,non functional
2389,functional
55799,non functional
59952,functional
13243,functional needs repair
52845,functional needs repair
7141,non functional
36793,functional
28913,non functional
22001,functional needs repair
38907,non functional
11162,non functional
31701,functional needs repair
19800,functional needs repair
68622,functional
36197,functional needs repair
41645,non functional
41299,functional needs repair
63689,functional
64196,non functional
3309,non functional
60962,non functional
69933,functional needs repair
58960,functional needs repair
52915,functional
24332,non functional
46346,functional
73840,functional needs repair
20540,functional needs repair
25032,non functional
55800,non functional
30448,functional
31637,functional needs repair
57334,functional
19040,functional needs repair
16127,functional
18166,non functional
37428,non functional
60465,functional
38724,functional
56443,functional needs repair
13307,functional needs repair
40329,functional needs repair
845,functional
36907,functional needs repair
39583,functional
29041,non functional
57528,functional needs repair
33196,non functional
14740,functional
52667,functional
403,functional needs repair
59130,non functional
45426,functional needs repair
66786,functional needs repair
53110,functional needs repair
12745,non functional
26571,functional needs repair
21083,functional
55246,functional needs repair
23085,functional
41860,functional needs repair
65999,functional needs repair
4741,non functional
8189,functional needs repair
45623,non functional
51651,functional needs repair
3575,non functional
73396,functional needs repair
70645,non functional
55369,functional
16473,functional
68346,functional needs repair
9481,non functional
21439,functional needs repair
835,non functional
24667,non functional
64713,non functional
35303,functional needs repair
62990,non functional
40591,functional needs repair
15240,non functional
36088,functional needs repair
18110,functional needs repair
2314,non functional
14209,functional needs repair
44542,non functional
16684,non functional
18841,functional needs repair
12368,functional needs repair
60453,non functional
66939,functional needs repair
69334,functional needs repair
50057,functional
59836,functional
44365,functional needs repair
23168,non functional
27877,functional
23909,functional needs repair
15424,functional needs repair
46084,functional
26292,functional needs repair
28159,functional
57935,functional
48599,non functional
768,non functional
62438,functional needs repair
27414,functional needs repair
46750,functional needs repair
16436,functional
32535,non functional
41758,functional needs repair
66899,non functional
24670,non functional
31459,non functional
66195,functional needs repair
54881,functional needs repair
52075,functional
41587,functional needs repair
60141,non functional
41043,non functional
43950,functional needs repair
48121,non functional
65965,non functional
70664,non functional
4887,functional
62128,functional needs repair
62993,functional
54823,non functional
67336,non functional
11461,functional needs repair
6405,functional needs repair
3604,functional
13496,non functional
69465,non functional
52159,functional needs repair
62523,functional
12909,non functional
9031,functional needs repair
38142,non functional
9976,functional
12457,functional needs repair
83,functional
41441,functional needs repair
37002,non functional
14445,functional
49312,functional needs repair
37763,functional needs repair
18581,non functional
17791,non functional
37664,functional
55316,functional
67418,functional needs repair
62465,non functional
8682,functional needs repair
18905,functional needs repair
8129,functional needs repair
6490,non functional
58222,non functional
26087,functional needs repair
54721,functional
2986,functional
62250,non functional
13215,functional
40638,non functional
52286,functional needs repair
56328,non functional
66140,non functional
73270,functional needs repair
46918,functional needs repair
37800,non functional
42236,non functional
57022,functional
32769,functional
60417,functional needs repair
18381,functional needs repair
45799,functional
16607,non functional
34727,functional needs repair
65469,non functional
44913,non functional
50367,functional needs repair
50806,functional needs repair
40770,functional
3166,non functional
43932,non functional
9054,functional needs repair
3088,functional
55589,functional
56199,functional needs repair
43749,functional needs repair
70409,functional
47010,non functional
30427,functional
31052,non functional
14338,functional needs repair
53535,non functional
54524,functional needs repair
34913,functional
70918,functional
55805,functional needs repair
46480,non functional
6477,functional needs repair
68683,functional
64153,functional needs repair
5836,non functional
47654,non functional
47513,functional needs repair
70105,non functional
65915,functional needs repair
72961,functional
20292,functional needs repair
9641,functional
43467,functional
34468,functional needs repair
24910,non functional
59441,functional needs repair
73772,functional
67356,functional
5377,non functional
56133,functional needs repair
38004,non functional
65662,functional needs repair
68465,non functional
9610,non functional
13502,functional needs repair
53131,non functional
43862,functional
41294,functional needs repair
29623,functional needs repair
73956,non functional
69743,non functional
54200,functional
24857,functional
46305,functional needs repair
26411,functional
62264,functional
31079,non functional
43949,functional needs repair
10433,non functional
26672,non functional
21265,non functional
10059,functional needs repair
60084,functional needs repair
53252,non functional
32035,functional
72898,functional
34460,functional
68561,functional needs repair
20908,non functional
34485,non functional
58522,non functional
19340,non functional
24072,functional
1597,functional
21617,non functional
4294,functional needs repair
62458,functional
60703,functional needs repair
54351,non functional
3655,functional
52100,functional needs repair
35989,functional needs repair
34759,functional needs repair
55209,functional needs repair
21606,functional
20748,non functional
73003,non functional
29246,functional needs repair
29896,functional
30122,functional needs repair
37159,non functional
62494,functional
54202,functional needs repair
60549,non functional
63553,non functional
13980,non functional
56243,functional
23544,functional needs repair
73601,non functional
13232,functional needs repair
24549,non functional
49792,functional
36789,functional needs repair
40035,functional needs repair
70871,functional
53126,non functional
57744,functional needs repair
30902,functional
40155,functional
55484,functional needs repair
12965,non functional
1862,non functional
9531,functional
21824,non functional
63103,functional needs repair
66838,non functional
39758,functional needs repair
15287,functional needs repair
14628,functional needs repair
12434,functional needs repair
39114,non functional
26802,functional
17956,non functional
9652,functional needs repair
73221,functional needs repair
30495,functional needs repair
25095,non functional
37362,non functional
30853,functional
37450,functional
7709,non functional
71149,functional
65429,functional needs repair
2279,non functional
58659,functional
56347,functional needs repair
48037,non functional
304,functional
60334,functional
35035,functional needs repair
1632,non functional
68282,functional needs repair
52597,non functional
2155,functional
56324,functional needs repair
53263,functional needs repair
66283,functional
68297,non functional
66942,functional
408,functional needs repair
40180,functional needs repair
16240,non functional
24437,non functional
6210,functional
65242,functional
24615,functional needs repair
55748,functional needs repair
10808,functional needs repair
49461,non functional
10187,non functional
30169,non functional
45003,functional
29475,non functional
67368,functional
65354,functional needs repair
59864,functional
36107,non functional
17670,functional needs repair
45099,functional needs repair
33315,non functional
1798,non functional
15625,functional needs repair
71041,functional needs repair
14802,non functional
70723,non functional
36579,non functional
55771,functional needs repair
11291,functional needs repair
53452,functional needs repair
73294,functional
42193,non functional
22069,functional needs repair
32094,functional
33954,functional
65569,functional
14971,non functional
53392,functional needs repair
38014,non functional
47887,functional needs repair
427,functional needs repair
47187,non functional
57770,non functional
35802,functional needs repair
5807,functional
29766,functional needs repair
69039,functional
25933,non functional
71281,functional needs repair
66591,non functional
44836,functional
70648,functional needs repair
24112,non functional
53139,functional needs repair
16115,functional needs repair
12360,functional needs repair
10119,functional
6607,functional
17198,functional
57604,non functional
15591,non functional
35030,non functional
1602,non functional
44175,functional
34772,non functional
60568,functional needs repair
30334,functional needs repair
46063,functional needs repair
68082,functional
51738,functional needs repair
263,non functional
34532,functional
18645,non functional
1137,functional needs repair
8187,functional
59135,non functional
23404,functional
33150,functional needs repair
18511,functional
73329,non functional
73192,non functional
67741,functional
43292,functional needs repair
72788,functional needs repair
61551,functional needs repair
17789,functional needs repair
40009,non functional
33599,non functional
18995,functional
42047,functional needs repair
67141,non functional
1661,functional
54893,non functional
46857,functional needs repair
47355,functional needs repair
71793,functional
43387,functional
44743,non functional
33357,functional
21868,functional
29768,non functional
42053,functional needs repair
26585,non functional
41862,functional
37361,functional needs repair
41897,non functional
42244,functional
55338,functional needs repair
3315,non functional
62411,non functional
44380,non functional
67518,functional needs repair
14299,functional
49562,functional
56390,non functional
6721,functional
45466,functional needs repair
34430,functional
25314,non functional
14119,functional
8218,functional needs repair
58826,non functional
3347,non functional
65209,functional
15149,functional needs repair
58611,non functional
48750,non functional
35674,non functional
41961,non functional
48812,functional
60551,functional needs repair
42318,functional needs repair
17295,functional needs repair
3024,functional
31612,functional
19598,functional needs repair
71357,functional
56135,functional
64604,non functional
25672,non functional
44392,non functional
48738,functional needs repair
58474,functional needs repair
37377,functional
40319,functional
38029,functional needs repair
53170,non functional
50190,non functional
66802,functional needs repair
74030,functional
14612,functional needs repair
39928,non functional
7471,non functional
48430,non functional
34984,functional
8786,functional needs repair
2751,functional needs repair
60578,functional
17632,non functional
20077,functional needs repair
49407,functional
20427,non functional
71368,functional needs repair
71308,non functional
18764,functional
9785,functional
1743,non functional
49976,non functional
5142,functional
13224,functional needs repair
38073,functional needs repair
35711,functional needs repair
3988,non functional
9205,functional needs repair
46171,non functional
15001,non functional
33206,non functional
46425,non functional
74099,functional needs repair
14041,functional
43989,functional needs repair
28795,non functional
50777,functional
3325,non functional
42215,functional
29920,non functional
42826,functional needs repair
55212,non functional
39537,functional needs repair
43814,functional needs repair
58252,functional
48764,functional needs repair
66818,functional
30532,functional needs repair
53458,functional
50722,functional
18154,non functional
17719,non functional
5930,non functional
57520,functional needs repair
51351,functional
66807,functional needs repair
43438,functional needs repair
20409,functional needs repair
28130,functional needs repair
71135,non functional
30875,functional needs repair
9213,functional
33341,non functional
51458,non functional
7648,non functional
63666,functional needs repair
21366,functional
18911,non functional
61076,functional
26404,functional needs repair
38350,non functional
16368,non functional
20258,non functional
7859,non functional
4405,functional
13917,functional
37518,non functional
16777,functional needs repair
60400,non functional
10073,functional
13350,functional needs repair
49688,functional
13955,functional needs repair
40918,functional
13226,non functional
58334,non functional
17545,functional
59015,functional
3374,functional
24887,functional needs repair
38209,non functional
46723,non functional
62578,functional
55412,functional needs repair
73903,non functional
52049,functional
5862,non functional
15371,non functional
47621,functional
21218,functional needs repair
71567,functional needs repair
65260,non functional
6153,non functional
34233,non functional
873,functional needs repair
24567,functional
20024,non functional
46539,functional needs repair
14635,functional needs repair
29072,non functional
35356,functional
936,functional needs repair
68838,functional
69715,non functional
21190,functional needs repair
32469,functional
73330,functional
56572,functional
69285,functional needs repair
2874,functional needs repair
16767,non functional
59037,functional needs repair
9209,non functional
48673,non functional
11376,functional needs repair
63473,functional
33718,functional needs repair
64374,functional needs repair
20557,functional needs repair
63068,functional
40865,non functional
247,functional
22514,functional
69849,functional needs repair
33102,functional
30549,functional
16753,functional needs repair
71400,functional
33403,functional needs repair
21798,functional needs repair
20721,non functional
32707,non functional
2923,functional needs repair
67831,functional
59754,non functional
35196,functional
26403,non functional
38262,functional needs repair
47746,functional needs repair
15274,functional needs repair
31525,functional needs repair
60960,non functional
65784,non functional
62754,functional
29093,non functional
34854,non functional
48681,functional
10776,non functional
6743,functional needs repair
45227,functional
30267,non functional
23140,functional
57490,non functional
4504,non functional
19727,non functional
71984,functional needs repair
43209,functional needs repair
72753,non functional
61572,functional needs repair
18543,non functional
56348,non functional
66707,functional
7133,non functional
46267,functional needs repair
68267,functional
37601,functional needs repair
31118,functional needs repair
54582,functional
50499,functional
73245,non functional
43554,functional needs repair
44886,functional needs repair
58787,non functional
65470,functional needs repair
66541,non functional
62766,non functional
29942,functional needs repair
65418,functional
36825,functional needs repair
24795,functional needs repair
34639,functional
25307,non functional
6492,functional
71237,functional needs repair
14515,non functional
12655,functional
9102,non functional
55517,functional needs repair
57681,non functional
7417,functional
4109,non functional
23934,non functional
61236,functional needs repair
69600,functional
7298,non functional
53236,functional
45783,functional needs repair
60624,functional needs repair
1003,non functional
68752,functional
63430,non functional
50781,functional
73116,functional
55839,functional needs repair
36337,non functional
60805,functional
39460,non functional
8652,non functional
2082,functional needs repair
33838,functional
30167,functional needs repair
58613,functional
59808,non functional
40549,functional
51032,functional needs repair
4970,functional
31718,non functional
7448,non functional
33039,functional
18162,functional needs repair
54947,functional
25673,functional
7034,functional needs repair
39121,functional needs repair
16592,non functional
58164,non functional
11108,non functional
57046,functional
65501,functional
15535,non functional
39945,functional
62107,functional needs repair
19229,functional needs repair
18398,non functional
60414,functional needs repair
22608,non functional
72902,functional
14785,functional
56454,non functional
31862,non functional
68861,functional
2418,functional needs repair
74010,functional
63813,non functional
27645,non functional
73011,non functional
9092,functional needs repair
66593,functional needs repair
16257,non functional
37407,functional needs repair
38761,non functional
73633,functional needs repair
54435,functional needs repair
3892,functional
30201,functional needs repair
66363,functional
73327,functional
32743,non functional
5390,functional needs repair
33240,non functional
32675,non functional
37836,non functional
67404,functional
28539,non functional
66098,functional
1420,functional needs repair
15260,functional needs repair
59666,non functional
59841,functional needs repair
70159,non functional
32808,functional needs repair
6351,functional needs repair
39453,functional needs repair
8670,non functional
46548,functional
12409,functional needs repair
47267,functional
34963,non functional
71579,functional needs repair
50979,functional
10509,non functional
55581,functional needs repair
5667,functional needs repair
66458,non functional
37668,functional
59805,non functional
32419,functional
28922,non functional
69611,non functional
32593,functional needs repair
7385,functional needs repair
71543,functional
72016,non functional
30969,functional needs repair
27652,functional needs repair
26374,functional
2102,functional
31936,non functional
10668,functional
56611,non functional
14842,functional
67294,functional needs repair
61106,functional
61693,non functional
18196,non functional
27990,non functional
17475,functional needs repair
19280,functional needs repair
43449,non functional
5510,functional needs repair
9456,functional
20064,functional needs repair
5036,non functional
23634,functional needs repair
32625,functional
232,non functional
20621,functional
73340,functional
41313,functional needs repair
19027,functional needs repair
59172,non functional
13918,non functional
32798,non functional
72071,functional
59642,functional needs repair
25338,functional
7263,functional needs repair
5181,functional needs repair
36311,functional
41021,functional
25507,functional
13061,non functional
62816,functional needs repair
34508,non functional
72432,functional
6206,non functional
38985,functional needs repair
1344,functional needs repair
56627,functional needs repair
29762,functional needs repair
40935,functional needs repair
25881,non functional
66780,functional
70833,functional needs repair
59072,functional
48905,functional
37413,non functional
55075,non functional
43785,functional
6186,functional needs repair
20044,functional needs repair
45487,functional needs repair
62706,functional needs repair
67613,non functional
30321,non functional
48653,non functional
71656,functional needs repair
60220,functional needs repair
6635,functional
73843,functional needs repair
48882,non functional
47930,non functional
34624,non functional
15439,functional
72388,functional needs repair
48756,functional
27367,functional needs repair
22477,functional needs repair
3332,non functional
35824,non functional
63880,non functional
18313,functional needs repair
68254,functional needs repair
42512,non functional
25022,functional
69433,functional needs repair
25885,functional
37208,non functional
2407,functional needs repair
37908,functional needs repair
45697,functional needs repair
38717,functional needs repair
17405,non functional
9968,non functional
41889,non functional
32909,functional
64988,non functional
56035,functional needs repair
42184,functional needs repair
50180,functional
57915,functional needs repair
50236,non functional
38455,functional needs repair
27152,non functional
37521,functional
8563,non functional
4711,functional
34441,functional
72653,functional
61528,non functional
8474,functional
23513,functional
39096,non functional
55208,non functional
26686,functional needs repair
4513,functional needs repair
39903,non functional
13798,functional needs repair
6638,non functional
69443,functional needs repair
11109,functional needs repair
24523,functional
74173,functional needs repair
10470,functional
73788,non functional
10236,non functional
69050,non functional
12138,functional
62171,non functional
23838,functional
7231,functional needs repair
21795,functional needs repair
38367,functional
1183,non functional
21848,functional
68794,functional needs repair
72469,functional needs repair
32979,functional
57277,functional needs repair
8557,functional needs repair
32431,non functional
68921,functional needs repair
13624,functional
36372,functional
38226,non functional
69948,non functional
40076,functional needs repair
55444,functional needs repair
62398,non functional
48400,functional needs repair
72608,non functional
10086,functional needs repair
40852,functional needs repair
5468,functional needs repair
33190,functional
14564,non functional
14869,functional needs repair
51708,functional
71977,functional needs repair
6962,functional
63879,non functional
20272,non functional
32573,functional needs repair
60548,non functional
5993,non functional
17916,functional needs repair
6751,non functional
63986,functional
21389,functional needs repair
73177,functional needs repair
47751,functional needs repair
45035,non functional
3173,functional
49432,non functional
48141,functional
15138,non functional
62090,non functional
44294,functional
44835,functional needs repair
54139,non functional
2495,functional needs repair
55173,non functional
14007,functional needs repair
53406,functional
30316,functional
21429,functional needs repair
62649,functional needs repair
1558,non functional
57346,functional needs repair
29688,functional
48701,non functional
38968,non functional
18570,non functional
7004,functional
51189,non functional
11932,functional
70807,functional needs repair
24697,functional
23607,functional needs repair
2725,non functional
18477,non functional
45921,non functional
27751,functional
11794,functional
36238,functional
71905,non functional
22407,functional needs repair
9988,non functional
32999,functional
62709,non functional
4103,functional
32031,non functional
17020,functional needs repair
64049,functional
15202,non functional
54892,non functional
43269,functional
4618,functional needs repair
36531,functional
55205,functional needs repair
10357,non functional
54833,non functional
34051,functional
40950,non functional
39236,functional needs repair
36553,functional
58726,functional needs repair
36833,non functional
31929,functional needs repair
43134,functional needs repair
73212,functional
55786,non functional
71695,non functional
2884,functional needs repair
39952,functional needs repair
50042,functional
36274,non functional
41219,non functional
55158,functional needs repair
50557,functional
50278,non functional
42758,functional
23619,functional
5557,functional needs repair
63793,non functional
28098,non functional
65379,functional needs repair
60409,functional needs repair
51144,non functional
58047,functional needs repair
65689,non functional
53232,functional
29670,functional
27788,functional
4177,functional needs repair
56600,non functional
28153,functional needs repair
65805,functional
44941,functional
39064,non functional
71475,functional needs repair
38779,functional needs repair
27014,functional
1666,functional needs repair
56113,functional needs repair
52151,non functional
17362,non functional
60418,functional needs repair
8056,functional
21412,non functional
51482,functional needs repair
20255,non functional
8231,non functional
42028,non functional
45143,non functional
15903,functional needs repair
27868,functional needs repair
52875,non functional
58861,functional
47215,non functional
74007,functional
17130,functional needs repair
33781,functional needs repair
41964,functional
54373,non functional
64401,functional needs repair
60230,functional
34010,non functional
50437,functional needs repair
32418,functional
39701,non functional
100,non functional
60225,functional needs repair
48074,functional
67667,functional needs repair
40255,functional needs repair
32098,functional
22920,functional needs repair
18965,non functional
47440,functional needs repair
11135,functional needs repair
47498,functional
48973,non functional
3430,non functional
18302,functional needs repair
48378,functional needs repair
52348,functional
66811,functional
62512,functional
53350,functional needs repair
59668,functional needs repair
28773,functional needs repair
60419,functional
11105,functional needs repair
18575,non functional
58045,functional needs repair
38858,non functional
18497,functional needs repair
790,functional
23094,non functional
44515,non functional
16613,functional needs repair
6060,non functional
65332,functional
17058,non functional
39288,functional needs repair
30515,functional needs repair
4680,functional
60998,functional
50560,functional needs repair
21892,functional needs repair
58791,functional
61369,functional
35496,non functional
3455,non functional
50927,functional needs repair
23923,non functional
53428,functional needs repair
4972,functional needs repair
7299,non functional
35530,functional
25574,functional needs repair
37395,functional needs repair
11519,functional
51751,non functional
4692,functional needs repair
67733,non functional
63243,non functional
13209,functional needs repair
56158,functional
57466,functional needs repair
24805,non functional
13175,functional
45458,functional
61168,functional needs repair
30529,functional needs repair
39736,functional
65319,non functional
74132,non functional
40091,functional needs repair
42599,functional
2796,non functional
56951,functional needs repair
73499,functional
24219,non functional
10905,functional needs repair
62780,non functional
73750,non functional
22997,non functional
70130,functional needs repair
67009,non functional
18610,functional needs repair
27274,functional needs repair
15506,functional
31350,functional
6648,non functional
43803,functional needs repair
55500,functional
13986,functional
34336,functional needs repair
63118,functional needs repair
65821,functional needs repair
22918,non functional
3251,non functional
29201,functional needs repair
43719,functional needs repair
69872,non functional
72307,functional needs repair
63842,functional needs repair
66400,functional needs repair
63743,non functional
57662,functional
41590,functional needs repair
1028,functional needs repair
70386,functional needs repair
270,functional
7741,functional
51494,non functional
15158,functional
17745,non functional
30694,functional
22353,non functional
15999,non functional
44899,non functional
55378,non functional
60844,functional needs repair
10361,functional needs repair
10188,functional
72490,non functional
47593,functional needs repair
7684,functional needs repair
220,functional
54144,functional
23078,functional
58501,functional needs repair
6596,non functional
41353,non functional
44020,non functional
9845,functional needs repair
29175,functional needs repair
7436,functional needs repair
12722,non functional
43260,functional
10174,functional needs repair
56685,functional
71674,non functional
65262,non functional
50621,functional needs repair
23951,non functional
20820,non functional
42695,functional
50858,functional needs repair
19098,functional needs repair
35504,non functional
54849,functional needs repair
29922,functional
73657,non functional
40341,functional needs repair
15360,non functional
22181,functional needs repair
10558,functional
33690,functional
12091,functional needs repair
19435,functional needs repair
46554,non functional
8732,functional needs repair
72557,functional needs repair
54331,non functional
24883,functional needs repair
6212,functional
71164,functional needs repair
1955,functional
34357,functional
46113,functional needs repair
18804,non functional
13895,non functional
62758,functional
54648,functional needs repair
72980,functional
44161,functional needs repair
58193,functional needs repair
41792,functional needs repair
49261,non functional
59400,functional needs repair
65514,functional needs repair
34695,non functional
30731,functional
16396,non functional
74071,non functional
19087,functional needs repair
18929,non functional
67835,functional
40700,functional needs repair
46363,functional needs repair
38284,functional needs repair
10859,functional
33674,functional
33351,non functional
6000,non functional
65777,functional
69761,functional
50359,functional
25321,functional needs repair
62779,non functional
12193,non functional
26931,functional needs repair
25739,non functional
60667,functional
53203,functional needs repair
35047,functional needs repair
67273,non functional
53993,non functional
33057,non functional
39913,non functional
54585,functional needs repair
57391,functional
56482,non functional
21138,non functional
59122,functional needs repair
52626,non functional
24427,functional
21877,functional needs repair
11175,non functional
42524,functional
10208,non functional
38066,functional
72460,functional needs repair
71979,functional needs repair
32484,non functional
3816,non functional
39136,functional needs repair
21963,functional
3302,functional needs repair
5591,non functional
32619,functional
44437,functional
2211,functional needs repair
60682,functional needs repair
35461,functional
4967,functional
40623,functional needs repair
23657,non functional
63604,non functional
36388,non functional
62534,functional needs repair
36461,non functional
21746,functional
34330,non functional
9231,non functional
34543,non functional
33628,functional
21770,functional needs repair
28678,functional
19013,functional
10561,functional
57113,non functional
31470,functional needs repair
14287,functional needs repair
65106,non functional
57957,functional needs repair
39551,non functional
23716,functional needs repair
10777,non functional
54436,non functional
16031,functional
48344,non functional
61570,functional needs repair
4872,functional needs repair
42546,functional needs repair
4453,functional
56558,functional
37225,non functional
28884,functional needs repair
39846,functional
60331,functional
22740,non functional
9185,non functional
29671,functional needs repair
35023,non functional
68900,functional needs repair
43469,functional needs repair
9278,functional needs repair
9113,non functional
47859,non functional
35732,non functional
18623,functional
3257,functional needs repair
44249,non functional
41407,functional
22697,non functional
29437,non functional
40651,non functional
32702,functional needs repair
67020,functional needs repair
41809,functional needs repair
48125,functional
10523,functional needs repair
5383,non functional
67167,functional
29495,non functional
67260,non functional
726,functional
33409,functional needs repair
16916,functional needs repair
45300,functional
12557,non functional
70099,functional needs repair
27532,non functional
36215,functional
48476,functional needs repair
69878,non functional
26155,functional needs repair
68065,functional needs repair
25411,non functional
66919,functional
40268,functional
64437,functional needs repair
60066,functional needs repair
23974,functional
31611,functional needs repair
65998,non functional
54108,non functional
30953,functional
27039,functional needs repair
35535,non functional
6073,functional needs repair
39489,non functional
45024,functional
27758,functional
7177,functional needs repair
70088,functional
41683,functional needs repair
62658,non functional
29750,non functional
53215,functional
67131,non functional
44809,non functional
70157,non functional
6992,functional needs repair
3364,non functional
54420,functional
12269,functional
16599,functional needs repair
26923,non functional
19735,functional needs repair
45120,non functional
47564,functional
62286,functional needs repair
56869,functional needs repair
41647,functional
53720,functional
22073,functional needs repair
34016,functional needs repair
789,functional needs repair
34849,functional
10834,functional
73547,functional needs repair
67445,functional
30009,functional needs repair
2981,functional
47271,functional
52206,functional needs repair
63484,non functional
17307,non functional
20945,non functional
27656,non functional
11253,functional needs repair
49767,functional needs repair
42177,functional
71985,functional needs repair
6166,functional
26303,non functional
59944,functional
32659,non functional
23248,functional needs repair
12143,non functional
15566,functional
21066,functional
38464,functional
31813,non functional
28468,functional needs repair
42358,functional needs repair
62208,functional needs repair
17787,functional
58743,non functional
13056,functional needs repair
36750,non functional
24659,functional needs repair
59879,functional
49085,functional needs repair
1565,functional needs repair
52352,functional
26710,non functional
65198,non functional
66772,non functional
11764,functional needs repair
